"","X","stationID","latitude","longitude","elevation","state","stationName","lcc_x","lcc_y","Xelevation","XlogElev","precip"
"1571",10513,"USC00256200",41.1275,-101.7206,984.5,"NE","OGALLALA                      ",-113.253689971395,-13.86693703493,984.5,6.90224009829403,1.41342465753425
"1572",10520,"USC00256336",41.6028,-98.9269,624.8,"NE","ORD #2                        ",-110.909267352708,-13.4611581333643,624.8,6.45330998865225,2.43643835616438
"1573",10534,"USC00256454",40.3283,-99.6522,683.4,"NE","OXFORD 6NNW                   ",-111.571345437917,-14.8458986903522,683.4,6.54160703325092,1.50493150684931
"1574",10535,"USC00256480",40.3503,-101.1047,840.3,"NE","PALISADE                      ",-112.793020245126,-14.757797826573,840.3,6.74558922839175,1.51342465753425
"1575",10538,"USC00256534",41.1519,-96.0492,320,"NE","PAPILLION                     ",-108.530145551317,-14.0085741755257,320,5.79909265446053,2.38054794520548
"1576",10546,"USC00256720",42.1958,-97.5206,480.1,"NE","PIERCE                        ",-109.732142732219,-12.8377899764118,480.1,6.1946094519155,2.11260273972603
"1577",10555,"USC00256837",41.0756,-97.7872,530.4,"NE","POLK                          ",-109.980107274442,-14.0726414398593,530.4,6.29230960608604,1.97123287671233
"1578",10566,"USC00257040",41.0319,-98.9214,623.6,"NE","RAVENNA                       ",-110.927514447702,-14.0927295273295,623.6,6.45141784050022,1.72027397260274
"1579",10568,"USC00257070",40.0978,-98.5197,527.9,"NE","RED CLOUD                     ",-110.625135096492,-15.1369038412466,527.9,6.2876726692792,1.69013698630137
"1580",10585,"USC00257515",41.2078,-98.4608,552.3,"NE","SAINT PAUL                    ",-110.537240917548,-13.9110774913631,552.3,6.33203551529816,2.10849315068493
"1581",10587,"USC00257545",40.0225,-95.7883,320,"NE","SALEM 5SW                     ",-108.314774558358,-15.2586378678306,320,5.79909265446053,2.27260273972603
"1582",10592,"USC00257667",41.8644,-103.6397,1191.5,"NE","SCOTTSBLUFF 1E                ",-114.776774216043,-12.9306925420933,1191.5,7.09132605517652,1.50630136986301
"1583",10599,"USC00257798",40.3619,-97.7331,501.4,"NE","SHICKLEY 4S                   ",-109.953160944839,-14.863059695516,501.4,6.23715206285709,1.83972602739726
"1584",10600,"USC00257800",40.2039,-95.7064,332.2,"NE","SHUBERT 2SW                   ",-108.245265335449,-15.0580843497833,332.2,5.83539536145809,2.36986301369863
"1585",10601,"USC00257830",41.2294,-103.0214,1316.7,"NE","SIDNEY 6 NNW                  ",-114.325799798677,-13.6743348036825,1316.7,7.19044993492287,1.44684931506849
"1586",10612,"USC00258090",42.8389,-99.7781,727.9,"NE","SPRINGVIEW 2NW                ",-111.550946675316,-12.0647619718583,727.9,6.60380831406432,1.76721763085399
"1587",10618,"USC00258133",41.4581,-100.5986,921.1,"NE","STAPLETON 5W                  ",-112.30026853712,-13.5583596784721,921.1,6.83636668289448,2.17945205479452
"1588",10622,"USC00258215",40.5322,-100.3856,757.1,"NE","STOCKVILLE                    ",-112.177293990132,-14.5908842133083,757.1,6.64261717096525,1.62794520547945
"1589",10627,"USC00258320",40.0236,-98.0811,486.2,"NE","SUPERIOR                      ",-110.256419164488,-15.2297949411784,486.2,6.2069790712577,1.67817679558011
"1590",10628,"USC00258328",41.1042,-97.3094,470.9,"NE","SURPRISE                      ",-109.581059077034,-14.0493606452423,470.9,6.17565934828362,2.04904109589041
"1591",10632,"USC00258395",40.6661,-96.1892,335.3,"NE","SYRACUSE                      ",-108.650032341274,-14.5454509903704,335.3,5.84441360439595,1.94575342465753
"1592",10634,"USC00258410",40.2381,-96.0847,344.4,"NE","TABLE ROCK 4N                 ",-108.564651801006,-15.0193647305707,344.4,5.87042621873093,2.69397260273973
"1593",10636,"USC00258455",41.7678,-99.3789,691.9,"NE","TAYLOR                        ",-111.275611127579,-13.2642049797071,691.9,6.55379094373638,2.33608815426997
"1594",10637,"USC00258465",40.3544,-96.1939,338.3,"NE","TECUMSEH 1S                   ",-108.656071074308,-14.8902227593748,338.3,5.85306417737196,2.28958904109589
"1595",10650,"USC00258745",40.8972,-97.3464,487.7,"NE","UTICA                         ",-109.616200351668,-14.2777887141576,487.7,6.20999748586451,2.14794520547945
"1596",10655,"USC00258806",42.7189,-98.2158,411.5,"NE","VERDEL 6SSE                   ",-110.285971634756,-12.2445556112678,411.5,6.04381977744191,2.32148760330579
"1597",10659,"USC00258915",42.2619,-96.8636,429.2,"NE","WAKEFIELD                     ",-109.192168162986,-12.77378382346,429.2,6.08495489019532,2.33506849315068
"1598",10675,"USC00259200",41.845,-96.7142,399.3,"NE","WEST POINT                    ",-109.07516316571,-13.2369567087781,399.3,6.01444838349836,2.92575342465753
"1599",10682,"USC00259325",40.1119,-100.1047,701,"NE","WILSONVILLE                   ",-111.964248635142,-15.0671816347891,701,6.56667242980324,1.77616438356164
"1600",10691,"USC00259513",40.9153,-97.5997,491.6,"NE","YORK 3N                       ",-109.827565590775,-14.2534986765255,491.6,6.21780298931871,2.2958904109589
"1601",10712,"USC00260795",40.5903,-116.475,1432.6,"NV","BEOWAWE                       ",-125.538852345924,-12.6334234762488,1432.6,7.27420232006957,0.465479452054795
"1602",10713,"USC00260800",39.9003,-116.5875,1749.6,"NV","BEOWAWE 49S - U OF N RCH      ",-125.805225677771,-13.3549083605887,1749.6,7.47284178947456,0.377808219178082
"1603",10735,"USC00261590",37.8044,-114.4069,1472.2,"NV","CATHEDRAL GORGE SP            ",-124.474344573369,-16.0245863429378,1472.2,7.30128274951726,0.374246575342466
"1604",10765,"USC00262394",41.8678,-119.0147,1472.2,"NV","DUFURRENA - DENIO 22WSW       ",-127.24986663633,-10.7523784055925,1472.2,7.30128274951726,0.28958904109589
"1605",10774,"USC00262570",40.8603,-115.7425,1595.6,"NV","ELKO NWS OFFICE               ",-124.873521264959,-12.4794129770849,1595.6,7.38125279748213,0.617808219178082
"1606",10778,"USC00262708",39.5169,-115.9622,1959.9,"NV","EUREKA                        ",-125.382326558071,-13.887785626252,1959.9,7.58573805902231,0.720547945205479
"1607",10786,"USC00262948",38.8694,-117.923,1430.7,"NV","GABBS 1NE                     ",-127.183157131817,-14.1939126052423,1430.7,7.27288438556743,0.271232876712329
"1608",10800,"USC00263340",39.0056,-114.2206,2087.9,"NV","GREAT BASIN NP                ",-124.04524680716,-14.757003064174,2087.9,7.64869212337793,0.81013698630137
"1609",10806,"USC00263671",37.5581,-115.2236,1188.7,"NV","HIKO                          ",-125.230531959973,-16.1412618431158,1188.7,7.08899291521305,0.193972602739726
"1610",10812,"USC00263957",40.6564,-118.1631,1298.4,"NV","IMLAY                         ",-126.898840698117,-12.2274717106523,1298.4,7.17656029566423,0.625205479452055
"1611",10818,"USC00264037",41.8756,-115.4308,1883.7,"NV","JARBIDGE                      ",-124.376195338288,-11.4390450661051,1883.7,7.54628786626886,1.31452054794521
"1612",10824,"USC00264095",40.4447,-115.6581,1719.7,"NV","JIGGS 2NE                     ",-124.905061766209,-12.94353398092,1719.7,7.45570326204988,0.350958904109589
"1613",10830,"USC00264236",41.7436,-118.2258,1292.4,"NV","KINGS RVR VLY - OROVADA 26NW  ",-126.653924819337,-11.0483783048427,1292.4,7.17196399524828,0.448901098901099
"1614",10834,"USC00264341",40.0633,-114.6147,1816.6,"NV","LAGES                         ",-124.134272083828,-13.5432157649808,1816.6,7.51021159425758,0.396438356164384
"1615",10835,"USC00264349",39.4689,-119.0644,1270.1,"NV","LAHONTAN DAM                  ",-127.966001076791,-13.3083252662318,1270.1,7.15469347886206,0.238082191780822
"1616",10843,"USC00264439",36.0469,-115.1847,693.4,"NV","LAS VEGAS WFO                 ",-125.554114103972,-17.7825484818808,693.4,6.55592572003988,0.220821917808219
"1617",10846,"USC00264480",35.1692,-114.5806,184.4,"NV","LAUGHLIN                      ",-125.226485907543,-18.8475524766791,184.4,5.26991789202634,0.103030303030303
"1618",10852,"USC00264527",41.5167,-118.7192,1292,"NV","LEONARD CREEK RCH - DENIO 33S ",-127.11178372359,-11.1901770533666,1292,7.17165682276851,0.341369863013699
"1619",10859,"USC00264745",38.8678,-115.0167,1690.4,"NV","LUND                          ",-124.746748147563,-14.764117998683,1690.4,7.43861879648464,0.33972602739726
"1620",10867,"USC00264935",41.9953,-117.72,1350.3,"NV","MCDERMITT                     ",-126.181639498951,-10.8795203666562,1350.3,7.21546054263938,0.524657534246575
"1621",10869,"USC00264950",39.4136,-114.7733,1911.1,"NV","MCGILL                        ",-124.415732547457,-14.2179355830844,1911.1,7.5606532176344,0.261917808219178
"1622",10880,"USC00265168",38.3878,-118.1092,1396,"NV","MINA                          ",-127.468977107239,-14.6712419462156,1396,7.24850407237061,0.318508287292818
"1623",10881,"USC00265191",38.9547,-119.7758,1435.3,"NV","MINDEN                        ",-128.701895370924,-13.6999215980972,1435.3,7.2760721914548,0.66958904109589
"1624",10882,"USC00265194",39.02,-119.7089,1487.4,"NV","MINDEN 6 NE                   ",-128.627473886214,-13.6453060552038,1487.4,7.31148554979658,0.424450549450549
"1625",10886,"USC00265353",41.3236,-114.0725,1471.6,"NV","MONTELLO 7NE                  ",-123.404159715408,-12.2712892018927,1471.6,7.30087786389192,0.498356164383562
"1626",10889,"USC00265371",39.3572,-115.3303,1993.1,"NV","MOORMAN RCH - RUTH 16WNW      ",-124.894213329559,-14.1779765485525,1993.1,7.60245125953193,0.442191780821918
"1627",10892,"USC00265400",36.26,-115.645,2273.8,"NV","MT CHARLESTON FIRE STN        ",-125.905011674302,-17.4633126699939,2273.8,7.73359600126755,1.35315068493151
"1628",10909,"USC00265818",41.5683,-117.8389,1280.2,"NV","OROVADA 3 W                   ",-126.390920995291,-11.3146181594541,1280.2,7.16255252409814,0.550684931506849
"1629",10912,"USC00265846",36.5508,-114.4581,381,"NV","OVERTON                       ",-124.803291105638,-17.372858624819,381,5.96870755998537,0.396438356164384
"1630",10915,"USC00265890",36.2614,-116.0564,784.3,"NV","PAHRUMP 4 NW                  ",-126.262905887865,-17.3807975358521,784.3,6.67746122363909,0.182739726027397
"1631",10928,"USC00266242",40.4369,-116.1189,1577.6,"NV","PINE VALLEY - CARLIN 20S      ",-125.285315800629,-12.8662325300576,1577.6,7.36997872090891,0.54958904109589
"1632",10934,"USC00266514",37.6467,-115.7461,1469.1,"NV","RACHEL                        ",-125.65635585559,-15.9463816143332,1469.1,7.29918907367732,0.254419889502762
"1633",10942,"USC00266791",39.5683,-119.7956,1520,"NV","RENO WFO                      ",-128.540089580445,-13.0407200986309,1520,7.33302301438648,0.699725274725275
"1634",10947,"USC00267175",39.2764,-114.9911,2090.3,"NV","RUTH                          ",-124.629722096416,-14.3271300830341,2090.3,7.64983547065126,0.561917808219178
"1635",10949,"USC00267192",40.4661,-118.3047,1260.3,"NV","RYE PATCH DAM                 ",-127.065981003172,-12.4022337314451,1260.3,7.14700837202941,0.57041095890411
"1636",10958,"USC00267369",35.4661,-114.9217,1079,"NV","SEARCHLIGHT                   ",-125.459453786854,-18.4613923721871,1079,6.99301512293296,0.30986301369863
"1637",10968,"USC00267620",38.7839,-117.1739,1721.2,"NV","SMOKY VALLEY - CARVERS        ",-126.579027348371,-14.439797483179,1721.2,7.45657008865216,0.426301369863014
"1638",10972,"USC00267690",40.6764,-115.745,1606.3,"NV","S FK STATE REC AREA           ",-124.92020313971,-12.6774510016627,1606.3,7.38789486541576,0.565205479452055
"1639",10987,"USC00267953",39.9508,-119.5986,1188.7,"NV","SUTCLIFFE                     ",-128.267769022001,-12.6762524734398,1188.7,7.08899291521305,0.495890410958904
"1640",10992,"USC00268160",38.0694,-117.2355,1831.8,"NV","TONOPAH                       ",-126.816640397682,-15.1953016035791,1831.8,7.51849863328727,0.263287671232877
"1641",10993,"USC00268186",38.7394,-119.5181,1613,"NV","TOPAZ LAKE                    ",-128.549807720835,-13.9877039832364,1613,7.39203156751459,0.587637362637363
"1642",11008,"USC00268822",39.0747,-119.1189,1310.6,"NV","WABUSKA 6 SE                  ",-128.122357352061,-13.7179162537029,1310.6,7.18584145776047,0.178356164383562
"1643",11015,"USC00269072",41.6358,-115.8008,1901.6,"NV","WILD HORSE RSVR               ",-124.732294577545,-11.6315110683795,1901.6,7.555695866704,0.715342465753425
"1644",11019,"USC00269168",40.9386,-117.7514,1327.4,"NV","WINNEMUCCA 3SSW               ",-126.488474447809,-12.0084487306806,1327.4,7.19848270961988,0.552328767123288
"1645",11020,"USC00269229",38.9992,-119.1575,1335,"NV","YERINGTON                     ",-128.175758488019,-13.7901556210548,1335,7.20414929203594,0.318232044198895
"1682",11378,"USC00290022",36.3028,-104.2497,1874.5,"NM","ABBOTT 1 SE                   ",-115.859565981899,-19.0099477153951,1874.5,7.54141781270719,0.773698630136986
"1683",11380,"USC00290041",36.2403,-106.4278,1944.6,"NM","ABIQUIU DAM                   ",-117.800057716372,-18.8716875137215,1944.6,7.57794084790474,0.316758241758242
"1684",11391,"USC00290231",35.0217,-106.6939,1510.3,"NM","ALBUQUERQUE VALLEY            ",-118.199755083418,-20.183263301598,1510.3,7.32666296278679,0.350684931506849
"1685",11392,"USC00290245",36.0908,-106.0567,1731.3,"NM","ALCALDE                       ",-117.489845365911,-19.0747070802657,1731.3,7.46238723968534,0.334520547945205
"1686",11401,"USC00290407",36.395,-105.2853,2590.8,"NM","ANGEL FIRE 1S                 ",-116.768102858922,-18.8158159401953,2590.8,7.8635743689897,0.82986301369863
"1687",11403,"USC00290426",31.3347,-108.53,1419.8,"NM","ANTELOPE WELLS                ",-120.431608628273,-24.0223187151478,1419.8,7.26528985333275,0.721369863013699
"1688",11407,"USC00290600",32.7547,-104.3836,1026,"NM","ARTESIA 6S                    ",-116.356575062755,-22.9168206842413,1026,6.94312242281943,0.684931506849315
"1689",11409,"USC00290640",34.075,-107.6211,2133.6,"NM","AUGUSTINE 2E                  ",-119.172800358391,-21.1179161517815,2133.6,7.67024193762069,0.768767123287671
"1690",11434,"USC00291138",33.8044,-106.8908,1375.3,"NM","BOSQUE DEL APACHE             ",-118.543920787806,-21.501622913111,1375.3,7.23367200166383,0.68986301369863
"1691",11437,"USC00291153",32.5158,-104.3828,979.3,"NM","BRANTLEY DAM                  ",-116.381358995516,-23.1814867651323,979.3,6.89699762232918,0.497260273972603
"1692",11449,"USC00291286",32.8964,-107.3078,1292,"NM","CABALLO DAM                   ",-119.054819569422,-22.4539822548619,1292,7.17165682276851,0.554794520547945
"1693",11459,"USC00291445",33.3433,-103.6783,1325.9,"NM","CAPROCK                       ",-115.641736486695,-22.3257660902363,1325.9,7.19736050099577,0.818956043956044
"1694",11473,"USC00291630",36.7408,-105.5956,2331.7,"NM","CERRO                         ",-117.001170398169,-18.4055830662904,2331.7,7.75863244030797,0.599175824175824
"1695",11490,"USC00291910",32.8339,-108.5047,1454.8,"NM","CLIFF 11 SE                   ",-120.172151617783,-22.3724180147096,1454.8,7.2894739933603,0.791460055096419
"1696",11502,"USC00291963",34.5989,-103.2161,1351.8,"NM","CLOVIS 13 N                   ",-115.098182894316,-20.973457306546,1351.8,7.21656263304887,1.0972602739726
"1697",11503,"USC00291982",35.6414,-106.3322,1694.7,"NM","COCHITI DAM                   ",-117.793128100989,-19.540449927009,1694.7,7.44114442115688,0.427123287671233
"1698",11505,"USC00292030",35.4072,-104.1906,1293.6,"NM","CONCHAS DAM                   ",-115.90024621445,-20.0024962258175,1293.6,7.17288494696341,0.768681318681319
"1699",11510,"USC00292100",35.2489,-106.595,1531.9,"NM","CORRALES                      ",-118.080344746012,-19.9440972212294,1531.9,7.34077070117731,0.349586776859504
"1700",11519,"USC00292250",35.0883,-107.5178,1888.2,"NM","CUBERO                        ",-118.932175052708,-20.0159558017898,1888.2,7.54866134769639,0.421153846153846
"1701",11538,"USC00292510",35.1842,-105.0569,1569.7,"NM","DILIA                         ",-116.70439052846,-20.1711027696794,1569.7,7.36499023457505,0.863287671232877
"1702",11545,"USC00292608",36.9358,-107,2070.5,"NM","DULCE                         ",-118.211277842937,-18.0457430675155,2070.5,7.640363528423,0.621917808219178
"1703",11561,"USC00292837",36.5928,-106.73,2054.4,"NM","EL VADO DAM                   ",-118.020476217047,-18.4519566307512,2054.4,7.63259490627457,0.720994475138122
"1704",11562,"USC00292848",33.1461,-107.1842,1393.2,"NM","ELEPHANT BUTTE DAM            ",-118.905169063713,-22.1932737419995,1393.2,7.24651062161792,0.472054794520548
"1705",11576,"USC00293060",34.8242,-106.0344,1871.5,"NM","ESTANCIA 4N                   ",-117.630171597203,-20.471285301517,1871.5,7.53982461003349,0.714364640883978
"1706",11582,"USC00293142",36.6897,-108.3086,1714.5,"NM","FARMINGTON AG SCI CNT         ",-119.39651237771,-18.1629063527043,1714.5,7.4526924323769,0.203296703296703
"1707",11613,"USC00293428",35.5283,-108.703,2004.7,"NM","GALLUP SAND & GRAVEL          ",-119.927257562785,-19.3863308604832,2004.7,7.60822557992186,0.633424657534247
"1708",11621,"USC00293511",36.3336,-106.4744,1981.2,"NM","GHOST RCH                     ",-117.829093676268,-18.764184752911,1981.2,7.59649275105338,0.44
"1709",11623,"USC00293530",33.1975,-108.2075,1717.9,"NM","GILA HOT SPRINGS              ",-119.841380561121,-22.0107169621605,1717.9,7.45466207731908,0.789226519337017
"1710",11636,"USC00293592",35.2656,-106.2144,2042.2,"NM","GOLDEN                        ",-117.736132369604,-19.9664166429867,2042.2,7.62666766742811,0.647397260273973
"1711",11646,"USC00293706",36.5939,-103.6192,1829.4,"NM","GRENVILLE                     ",-115.271095772335,-18.7402008266721,1829.4,7.5171947104686,0.819178082191781
"1712",11663,"USC00294009",32.9203,-107.5656,1605.4,"NM","HILLSBORO                     ",-119.290057557744,-22.3964726234297,1605.4,7.3873378830082,0.636712328767123
"1713",11673,"USC00294112",32.8094,-104.7378,1245.1,"NM","HOPE                          ",-116.680275646301,-22.8238074839133,1245.1,7.1349705296664,0.528767123287671
"1714",11687,"USC00294366",35.3886,-106.5439,1642.3,"NM","JEMEZ DAM                     ",-118.015900412061,-19.7959416739905,1642.3,7.40992353565695,0.368493150684931
"1715",11688,"USC00294369",35.7783,-106.6872,1908.7,"NM","JEMEZ SPRINGS                 ",-118.092066563692,-19.3517876046146,1908.7,7.55940315236405,0.603287671232877
"1716",11715,"USC00294742",36.9825,-104.3753,2255.5,"NM","LAKE MALOYA                   ",-115.898932375277,-18.2504148788551,2255.5,7.72555076410719,0.907671232876712
"1717",11730,"USC00294960",36.3042,-107.0542,2200.7,"NM","LINDRITH 1 WSW                ",-118.346407198023,-18.733346652545,2200.7,7.70106448644106,0.577472527472527
"1718",11734,"USC00295084",35.8644,-106.3214,2262.8,"NM","LOS ALAMOS                    ",-117.754509879507,-19.296277680509,2262.8,7.72876783053998,0.693972602739726
"1719",11737,"USC00295150",34.7675,-106.7611,1475.2,"NM","LOS LUNAS 3 SSW               ",-118.294709771312,-20.4555796251468,1475.2,7.30330472230292,0.401095890410959
"1720",11761,"USC00295617",34.4278,-103.625,1401.8,"NM","MELROSE                       ",-115.486801929747,-21.1306110921041,1401.8,7.25262076496137,0.919559228650138
"1721",11777,"USC00295908",35.0128,-106.045,1895.9,"NM","MORIARTY 1 NE                 ",-117.615871932376,-20.2624461837421,1895.9,7.5527096169406,0.714364640883978
"1722",11780,"USC00295937",35.8022,-103.9439,1665.7,"NM","MOSQUERO 1 NE                 ",-115.638471256394,-19.5873419043693,1665.7,7.42398626740668,0.94986301369863
"1723",11784,"USC00295968",34.6242,-106.3103,2033.6,"NM","MOUNTAINAIR 8NW               ",-117.905609612523,-20.6625219748928,2033.6,7.62246823745664,1.12082191780822
"1724",11785,"USC00296006",32.6236,-103.0842,1001.3,"NM","NADINE 2E                     ",-115.157665986492,-23.170296682169,1001.3,6.91899191090813,0.857142857142857
"1725",11803,"USC00296275",36.1839,-105.0608,2333.2,"NM","OCATE 2 NW                    ",-116.593326403106,-19.0692256957857,2333.2,7.75927279551352,1.11150684931507
"1726",11815,"USC00296465",36.3339,-107.8408,2097,"NM","OTIS                          ",-119.037916486947,-18.6098436355437,2097,7.65302041380419,0.179889807162534
"1727",11821,"USC00296619",36.2994,-103.7408,1722.1,"NM","PASAMONTE                     ",-115.407755406181,-19.0553761962911,1722.1,7.45708982417623,0.845753424657534
"1728",11826,"USC00296687",34.6153,-105.4739,1874.5,"NM","PEDERNAL 9 E                  ",-117.148137164559,-20.758258807877,1874.5,7.54141781270719,0.616438356164384
"1729",11832,"USC00296754",35.1392,-106.7108,1560.9,"NM","PETROGLYPH NATL MON           ",-118.199158846012,-20.0521155552151,1560.9,7.35940398250589,0.432876712328767
"1730",11836,"USC00296804",33.3503,-105.14,1521,"NM","PICACHO                       ",-116.991583125774,-22.1873183413277,1521,7.33367639565768,0.757808219178082
"1731",11850,"USC00297008",34.1742,-103.3519,1222.2,"NM","PORTALES                      ",-115.261662908567,-21.4325547250224,1222.2,7.11655646858047,0.914794520547945
"1732",11870,"USC00297279",36.9194,-104.4325,2112.9,"NM","RATON FLTR PLT                ",-115.95600440827,-18.3150480972515,2112.9,7.66053835743796,0.918082191780822
"1733",11884,"USC00297477",35.2836,-106.6194,1594.1,"NM","RIO RANCHO #1                 ",-118.097634177052,-19.9032621825397,1594.1,7.3803181306228,0.509041095890411
"1734",11885,"USC00297481",35.2522,-106.6347,1612.4,"NM","RIO RANCHO #2                 ",-118.115573868615,-19.9361384371034,1612.4,7.39166181339686,0.572054794520548
"1735",11890,"USC00297585",35.9028,-103.5272,1456.9,"NM","ROSEBUD 7NW                   ",-115.255959000417,-19.5096335041931,1456.9,7.29090660949372,0.64027397260274
"1736",11911,"USC00297867",35.1086,-103.3283,1289.3,"NM","SAN JON                       ",-115.152517023227,-20.401720455147,1289.3,7.16958093688869,1.15095890410959
"1737",11923,"USC00298085",35.6194,-105.9753,2059.2,"NM","SANTA FE 2                    ",-117.476722291011,-19.6017499105248,2059.2,7.63491733812936,0.718082191780822
"1738",11926,"USC00298088",35.6008,-105.9322,2133.6,"NM","SANTA FE SETON                ",-117.440485583088,-19.6266190333879,2133.6,7.67024193762069,0.688767123287671
"1739",11932,"USC00298127",31.8728,-106.6981,1252.4,"NM","SANTA TERESA AP               ",-118.628205543245,-23.656071125911,1252.4,7.14076995009161,0.504109589041096
"1740",11958,"USC00298535",32.2822,-106.7597,1184.5,"NM","STATE UNIV                    ",-118.630415309521,-23.1963465273782,1184.5,7.08548296676586,0.533150684931507
"1741",11962,"USC00298596",34.6033,-104.3811,1312.5,"NM","SUMNER LAKE                   ",-116.157094065767,-20.8732564481652,1312.5,7.18727916373245,1.28383561643836
"1742",11998,"USC00299156",35.2006,-103.6867,1245.4,"NM","TUCUMCARI 4 NE                ",-115.46728227753,-20.2720510624049,1245.4,7.13520952588343,0.859779614325069
"1743",11999,"USC00299165",33.0719,-106.0411,1347.8,"NM","TULAROSA                      ",-117.85837416451,-22.4033569185798,1347.8,7.21362102186755,0.621369863013699
"1744",12031,"USC00299820",35.9478,-106.7469,2505.5,"NM","WOLF CANYON                   ",-118.12243310968,-19.1589310039007,2505.5,7.83022686993137,1.13945205479452
"1900",13294,"USC00320189",48.9975,-103.4878,617.8,"ND","AMBROSE 3 N                   ",-113.966977210651,-5.02701293336914,617.8,6.44222164440785,0.92958904109589
"1901",13315,"USC00320817",46.8339,-100.7969,558.1,"ND","BISMARCK 2.4 NNW              ",-112.125962775397,-7.587715040837,558.1,6.34229745956308,1.3972602739726
"1902",13316,"USC00320818",46.7717,-100.7592,503.2,"ND","BISMARCK WFO                  ",-112.101122211241,-7.65866959726608,503.2,6.24066563274148,1.07835616438356
"1903",13322,"USC00320995",46.1825,-103.4061,908.3,"ND","BOWMAN                        ",-114.175737768563,-8.17021012382874,908.3,6.82252413461948,1.12575342465753
"1904",13348,"USC00321816",47.2408,-98.5839,461.8,"ND","COURTENAY 1 NW                ",-110.422714948843,-7.2087056284727,461.8,6.15655516697357,1.34027397260274
"1905",13353,"USC00322193",47.1944,-102.8414,725.4,"ND","DICKINSON RCH HQ              ",-113.652012376472,-7.08024657783061,725.4,6.60041456886717,0.862465753424657
"1906",13356,"USC00322304",48.0475,-100.31,466.3,"ND","DRAKE 9 NE                    ",-111.68493659656,-6.25247129689605,466.3,6.16604790780681,0.83013698630137
"1907",13361,"USC00322482",46.3694,-98.7661,474.9,"ND","EDGELEY 3WNW                  ",-110.594326925142,-8.17633608723905,474.9,6.18394268411131,1.43076923076923
"1908",13374,"USC00322860",46.8292,-96.7961,276.8,"ND","FARGO 3S                      ",-109.072369951116,-7.69901054659128,276.8,5.65878510872547,1.49671232876712
"1909",13376,"USC00323004",46.4581,-101.2,603.5,"ND","FLASHER                       ",-112.458942705379,-7.98816172511743,603.5,6.41918026415097,1.11041095890411
"1910",13386,"USC00323287",46.1581,-98.4,437.4,"ND","FULLERTON 1 ESE               ",-110.319914465988,-8.42092496889765,437.4,6.10345304905603,1.78082191780822
"1911",13389,"USC00323376",47.6539,-101.4197,588.9,"ND","GARRISON                      ",-112.542555956104,-6.64449344902984,588.9,6.39509463927042,1.29397260273973
"1912",13397,"USC00323621",47.9217,-97.0975,253,"ND","GRAND FORKS UNIV (NWS)        ",-109.283002246112,-6.47438170232972,253,5.57215403217776,1.48904109589041
"1913",13403,"USC00323705",47.4011,-103.2072,813.8,"ND","GRASSY BUTTE 2ENE             ",-113.909654912219,-6.82745604190663,813.8,6.71392778200198,1.02341597796143
"1914",13416,"USC00324102",46.9075,-102.0383,658.4,"ND","HEBRON                        ",-113.066422991757,-7.4455187649978,658.4,6.50488679672124,1.20958904109589
"1915",13423,"USC00324418",46.8844,-98.685,447.1,"ND","JAMESTOWN STATE HOSP          ",-110.512716427063,-7.60409509052743,447.1,6.1249021853377,1.46318681318681
"1916",13438,"USC00325002",48.6272,-101.3764,490.7,"ND","LANSFORD                      ",-112.441212564469,-5.55814975258638,490.7,6.2160071193359,0.953698630136986
"1917",13443,"USC00325186",46.0725,-97.1461,342.9,"ND","LIDGERWOOD                    ",-109.353656934171,-8.53901823246349,342.9,5.86618473068122,1.28356164383562
"1918",13446,"USC00325220",46.4444,-97.6928,350.2,"ND","LISBON                        ",-109.76688809719,-8.11622442318933,350.2,5.88665943274186,1.17369863013699
"1919",13447,"USC00325230",46.6611,-98.2267,451.7,"ND","LITCHVILLE 2NW                ",-110.170215875758,-7.8640892740952,451.7,6.13491532951294,1.70661157024793
"1920",13457,"USC00325582",47.1369,-102.3344,603.5,"ND","MARSHALL                      ",-113.272872423936,-7.17372160747978,603.5,6.41918026415097,1.04010989010989
"1921",13460,"USC00325638",47.8214,-101.2922,643.1,"ND","MAX                           ",-112.435001038705,-6.46343389786312,643.1,6.48173025690861,1.0558904109589
"1922",13461,"USC00325660",47.4989,-97.3514,299.6,"ND","MAYVILLE                      ",-109.482400674029,-6.94412748300938,299.6,5.73528114171557,1.3041095890411
"1923",13462,"USC00325710",47.4825,-100.4444,587.3,"ND","MC CLUSKY                     ",-111.818849813332,-6.87872689946342,587.3,6.39241949973826,1.13315068493151
"1924",13464,"USC00325730",47.5808,-98.6422,474,"ND","MC HENRY 3W                   ",-110.454378700463,-6.82729625860288,474,6.18208490671663,0.826648351648352
"1925",13465,"USC00325754",46.3911,-97.2392,327.7,"ND","MC LEOD 3 E                   ",-109.419381660812,-8.18265928335387,327.7,5.82215792739152,1.51041095890411
"1926",13476,"USC00325993",48.1803,-101.2964,539.2,"ND","MINOT EXP STN                 ",-112.413155818248,-6.06204066521033,539.2,6.30846267389382,0.963561643835616
"1927",13485,"USC00326315",46.5414,-102.8692,804.4,"ND","NEW ENGLAND                   ",-113.730981140051,-7.80538019055516,804.4,6.70245164579626,1.22465753424658
"1928",13489,"USC00326365",46.8925,-101.4897,655.3,"ND","NEW SALEM 5NW                 ",-112.649934259854,-7.49040715136553,655.3,6.50023806674784,1.13150684931507
